Department,ATC5,Order_number,Order_name,Strength,Type_of_Medicine,Package_size,Cost,Number_of_Packages,Cost_w1,Number_of_Packages_w1,Cost_w2,Number_of_Packages_w2,Cost_w3,Number_of_Packages_w3,Cost_w4,Number_of_Packages_w4,Cost_w5,Number_of_Packages_w5,Cost_w6,Number_of_Packages_w6,Cost_w7,Number_of_Packages_w7,Cost_w8,Number_of_Packages_w8,Cost_w9,Number_of_Packages_w9,Cost_w10,Number_of_Packages_w10,Cost_w11,Number_of_Packages_w11,Cost_w12,Number_of_Packages_w12,Cost_w13,Number_of_Packages_w13,Cost_w14,Number_of_Packages_w14,Cost_w15,Number_of_Packages_w15,Cost_w16,Number_of_Packages_w16,Cost_w17,Number_of_Packages_w17,Cost_w18,Number_of_Packages_w18,Cost_w19,Number_of_Packages_w19,Cost_w20,Number_of_Packages_w20,Cost_w21,Number_of_Packages_w21,Cost_w22,Number_of_Packages_w22,Cost_w23,Number_of_Packages_w23,Cost_w24,Number_of_Packages_w24,Cost_w25,Number_of_Packages_w25,Cost_w26,Number_of_Packages_w26,Cost_w27,Number_of_Packages_w27,Cost_w28,Number_of_Packages_w28,Cost_w29,Number_of_Packages_w29,Cost_w30,Number_of_Packages_w30,Cost_w31,Number_of_Packages_w31,Cost_w32,Number_of_Packages_w32,Cost_w33,Number_of_Packages_w33,Cost_w34,Number_of_Packages_w34,Cost_w35,Number_of_Packages_w35,Cost_w36,Number_of_Packages_w36,Cost_w37,Number_of_Packages_w37,Cost_w38,Number_of_Packages_w38,Cost_w39,Number_of_Packages_w39,Cost_w40,Number_of_Packages_w40,Cost_w41,Number_of_Packages_w41,Cost_w42,Number_of_Packages_w42,Cost_w43,Number_of_Packages_w43,Cost_w44,Number_of_Packages_w44,Cost_w45,Number_of_Packages_w45,Cost_w46,Number_of_Packages_w46,Cost_w47,Number_of_Packages_w47,Cost_w48,Number_of_Packages_w48,Cost_w49,Number_of_Packages_w49,Cost_w50,Number_of_Packages_w50,Cost_w51,Number_of_Packages_w51,Cost_w52,Number_of_Packages_w52,Portionsize,Quantity,Adm_way,Strength_measure,Key,Units
"U, Department of Orthopedic Surgery",J01MA14,416460,Moxifloxacin Krka,400,filmovertrukne tabl.,7 stk. (blister),1019.14,37.0,,,,,,,,,,,,,,,,,,,,,,,58.44,2.0,,,,,58.44,2.0,,,58.44,2.0,108.88,4.0,,,,,,,,,,,,,108.88,4.0,,,,,,,,,,,54.44,2.0,,,,,108.88,4.0,,,,,,,,,190.54,7.0,,,,,,,54.44,2.0,,,,,,,,,,,108.88,4.0,,,108.88,4.0,,,0.0,7.0,OR,MG,"['J01MA14', '400', 'MG', 'OR']",259.0
"U, Department of Orthopedic Surgery",J01XA01,144309,Bactocin,500,"pulv.t.inf.væske,opl",5 stk.,6245.6,80.0,,,,,,,468.42,6.0,,,,,,,,,,,,,780.7,10.0,,,,,,,,,468.42,6.0,936.84,12.0,,,,,,,,,,,,,,,,,,,468.42,6.0,,,,,390.35,5.0,,,,,,,,,,,,,,,780.7,10.0,,,,,,,,,1171.05,15.0,,,,,,,,,,,780.7,10.0,,,,,,,0.0,5.0,IV,MG,"['J01XA01', '500', 'MG', 'IV']",400.0
"U, Department of Orthopedic Surgery",J01XA01,402447,Bactocin,1.000,"pulv.t.inf.væske,opl",5 stk.,22981.86,198.0,,,1044.63,9.0,580.35,5.0,,,696.42,6.0,,,,,,,696.42,6.0,1160.7,10.0,,,1160.7,10.0,,,,,1392.84,12.0,696.42,6.0,2089.26,18.0,,,,,1392.84,12.0,464.28,4.0,,,696.42,6.0,,,,,696.42,6.0,,,1160.7,10.0,,,,,,,,,,,580.35,5.0,1160.7,10.0,1160.7,10.0,,,,,580.35,5.0,696.42,6.0,580.35,5.0,696.42,6.0,696.42,6.0,580.35,5.0,,,,,1160.7,10.0,,,,,,,,,1160.7,10.0,0.0,5.0,IV,MG,"['J01XA01', '1.000', 'MG', 'IV']",990.0
"U, Department of Orthopedic Surgery",J01XA02,142206,Targocid,200,"pu.t.inj/inf,op,+o.o",1 stk.,38508.98,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8193.4,20.0,22122.18,54.0,,,8193.4,20.0,,,,,,,0.0,1.0,IMIV,MG,"['J01XA02', '200', 'MG', 'IMIV']",94.0
"U, Department of Orthopedic Surgery",J01XA02,872317,Targocid (ls),200,"pu.t.inj/inf,op,+o.o",1 stk.,7260.66,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7260.66,18.0,,,,,,,,,,,,,,,0.0,1.0,IVIM,MG,"['J01XA02', '200', 'MG', 'IVIM']",18.0
"U, Department of Orthopedic Surgery",J01XA02,872481,Targocid (ls),400,"pu.t.inj/inf,op,+o.o",1 stk.,4000.45,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.45,5.0,,,,,,,,,,,,,,,0.0,1.0,IVIM,MG,"['J01XA02', '400', 'MG', 'IVIM']",5.0
"U, Department of Orthopedic Surgery",J01XB01,135199,Promixin,1.000.00,"pulv.t.inf.væske,opl",10 stk.,11400.96,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275.36,6.0,4987.92,7.0,,,2137.68,3.0,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,IH,IU,"['J01XB01', '1.000.00', 'IU', 'IH']",160.0
"U, Department of Orthopedic Surgery",J01XD01,193605,Metronidazol Baxter Viaflo,5,"inf.væske, opløsning",60 x 100 ml,1863.0,10.0,,,,,,,,,,,186.3,1.0,,,,,,,,,186.3,1.0,,,,,186.3,1.0,,,,,,,,,,,,,,,,,,,,,,,372.6,2.0,,,,,,,,,,,186.3,1.0,,,,,,,,,372.6,2.0,,,,,,,,,,,,,,,,,186.3,1.0,186.3,1.0,,,,,,,,,,,100.0,60.0,IV,MGM,"['J01XD01', '5', 'MGM', 'IV']",600.0
"U, Department of Orthopedic Surgery",J01XE01,101369,Nitrofurantoin DAK,50,tabletter,100 stk.,61.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,61.65,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['J01XE01', '50', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",J01XX08,69535,Linezolid Fresenius Kabi,2,"inf.væske, opløsning",10 x 300 ml,1536.1,5.0,,,,,307.22,1.0,,,,,,,,,,,,,,,,,614.44,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.22,1.0,,,307.22,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,10.0,IV,MGM,"['J01XX08', '2', 'MGM', 'IV']",50.0
"U, Department of Orthopedic Surgery",J01XX08,577446,Linezolid Krka,600,filmovertrukne tabl.,10 stk. (blister),5148.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0,4.0,,,,,585.0,5.0,,,1872.0,16.0,,,,,,,,,,,,,,,,,,,,,234.0,2.0,,,,,,,,,,,,,,,234.0,2.0,,,468.0,4.0,,,,,,,,,702.0,6.0,,,,,,,,,,,585.0,5.0,0.0,10.0,OR,MG,"['J01XX08', '600', 'MG', 'OR']",440.0
"U, Department of Orthopedic Surgery",J01AA02,467600,Doxycyklin 2care4,100,tabletter,20 stk. (blister),208.14,4.0,,,,,118.14,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,2.0,,,,,,,,,,,,,,,,,,,0.0,20.0,OR,MG,"['J01AA02', '100', 'MG', 'OR']",80.0
"U, Department of Orthopedic Surgery",J01AA12,188364,Tygacil,50,"pulv.t.inf.væske,opl",10 stk.,9984.24,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9984.24,3.0,,,,,,,,,,,,,,,0.0,10.0,IV,MG,"['J01AA12', '50', 'MG', 'IV']",30.0
"U, Department of Orthopedic Surgery",J02AC01,12668,Fluconazol Stada,200,"kapsler, hårde",30 stk. (blister),411.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,1.0,71.0,1.0,,,,,142.0,2.0,,,0.0,30.0,OR,MG,"['J02AC01', '200', 'MG', 'OR']",150.0
"U, Department of Orthopedic Surgery",J02AC01,88086,Fluconazol Fresenius Kabi,2,"inf.væske, opløsning",10 x 200 ml,461.96,4.0,,,115.49,1.0,,,,,,,,,,,,,,,,,,,115.49,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.49,1.0,,,,,,,,,,,,,,,,,115.49,1.0,,,,,,,,,,,200.0,10.0,IV,MGM,"['J02AC01', '2', 'MGM', 'IV']",40.0
"U, Department of Orthopedic Surgery",J02AC01,480462,Fluconazol Fresenius Kabi,2,"inf.væske, opløsning",10 x 50 ml,204.12,7.0,,,58.32,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.16,1.0,,,29.16,1.0,,,,,29.16,1.0,,,,,29.16,1.0,,,,,,,29.16,1.0,,,,,,,,,,,50.0,10.0,IV,MGM,"['J02AC01', '2', 'MGM', 'IV']",70.0
"U, Department of Orthopedic Surgery",J02AC01,587922,Fluconazol Aurobindo,50,"kapsler, hårde",28 stk. (blister),12.0,1.0,,,,,,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,OR,MG,"['J02AC01', '50', 'MG', 'OR']",28.0
"U, Department of Orthopedic Surgery",J02AC03,4352,Vfend,200,"pulv.t.inf.væske,opl",1 stk.,3002.72,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876.7,10.0,1126.02,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,OR,MG,"['J02AC03', '200', 'MG', 'OR']",16.0
"U, Department of Orthopedic Surgery",J02AC03,375275,Voriconazole Accord,50,filmovertrukne tabl.,30 stk. (blister),93.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,MG,"['J02AC03', '50', 'MG', 'OR']",30.0
"U, Department of Orthopedic Surgery",J02AC04,85243,Posaconazole Sandoz,100,enterotabletter,96 stk. (blister),2760.2,1.0,,,,,,,,,,,,,,,,,,,,,,,2760.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,96.0,OR,MG,"['J02AC04', '100', 'MG', 'OR']",96.0
"U, Department of Orthopedic Surgery",J02AX06,59644,Ecalta,100,"pu.t.konc.t.inf.v.,o",1 stk.,6057.66,28.0,,,,,,,,,,,1516.2,7.0,,,,,,,,,,,,,,,,,,,,,649.8,3.0,,,433.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.6,6.0,866.4,4.0,,,,,1292.46,6.0,,,,,,,,,,,,,,,,,,,0.0,1.0,IV,MG,"['J02AX06', '100', 'MG', 'IV']",28.0
"U, Department of Orthopedic Surgery",J02AA01,65943,AmBisome liposomal,50,"pu.kon.t.inf.vs,disp",10 stk.,26249.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26249.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,IV,MG,"['J02AA01', '50', 'MG', 'IV']",20.0
"U, Department of Orthopedic Surgery",J02AA01,435773,AmBisome liposomal,50,"pu.kon.t.inf.vs,disp",10 stk.,215916.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17993.0,1.0,17993.0,1.0,35986.0,2.0,125951.0,7.0,,,17993.0,1.0,,,,,0.0,10.0,IV,MG,"['J02AA01', '50', 'MG', 'IV']",120.0
"U, Department of Orthopedic Surgery",J04AB02,161305,Rimactan,300,"kapsler, hårde",100 stk. (blister),264.08,1.0,,,,,,,,,,,264.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['J04AB02', '300', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",J04AB02,170505,Rimactan,300,"kapsler, hårde",100 stk. (blister),1692.72,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.14,1.0,,,,,,,,,187.47,1.0,,,,,,,,,187.47,1.0,,,,,374.88,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.32,3.0,,,,,187.44,1.0,,,,,,,,,,,,,0.0,100.0,OR,MG,"['J04AB02', '300', 'MG', 'OR']",900.0
"U, Department of Orthopedic Surgery",J04AB02,460293,Rimactan,150,"kapsler, hårde",100 stk. (blister),877.37,2.0,,,449.74,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.63,1.0,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['J04AB02', '150', 'MG', 'OR']",200.0
"U, Department of Orthopedic Surgery",J04AB02,855481,Rifadin (ls),600,pulv.og sol.t.inf.,1 sæt,408.06,6.0,408.06,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,IV,MG,"['J04AB02', '600', 'MG', 'IV']",0.0
"U, Department of Orthopedic Surgery",J05AB01,467722,Aciclodan,200,tabletter,100 stk. (blister),132.45,5.0,,,,,,,,,,,,,,,,,,,,,28.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,3.0,,,,,,,,,,,,,,,26.0,1.0,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['J05AB01', '200', 'MG', 'OR']",500.0
"U, Department of Orthopedic Surgery",J05AJ03,563600,Tivicay,50,filmovertrukne tabl.,30 stk.,3975.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3975.5,1.0,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,MG,"['J05AJ03', '50', 'MG', 'OR']",30.0
"U, Department of Orthopedic Surgery",J05AR17,382013,Descovy,0,filmovertrukne tabl.,30 stk. (Orifarm),3387.87,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3387.87,1.0,,,,,,,,,,,,,,,,,,,0.0,30.0,OR,,"['J05AR17', '0', nan, 'OR']",30.0
"U, Department of Orthopedic Surgery",J07AL02,552928,Prevenar 13,0,"inj.væske,suspension","0,5 ml (Orifarm)",400.13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,IM,,"['J07AL02', '0', nan, 'IM']",1.0
"U, Department of Orthopedic Surgery",J07BB02,401623,Vaxigriptetra,0,"inj.vsk,susp,sprøjte",10 stk.,631.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.3,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,IMSC,,"['J07BB02', '0', nan, 'IMSC']",10.0
"U, Department of Orthopedic Surgery",L02BA01,412924,Tamoxifen Mylan,20,tabletter,100 stk.,189.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['L02BA01', '20', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",L02BG06,161547,Aromasin,25,overtrukne tabletter,100 stk. (blister),183.47,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.47,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['L02BG06', '25', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",L04AD01,466482,Sandimmun Neoral,25,"kapsler, bløde",50 Stk.,216.64,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.64,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,50.0,OR,MG,"['L04AD01', '25', 'MG', 'OR']",50.0
"U, Department of Orthopedic Surgery",L04AX01,75009,Imurel,50,filmovertrukne tabl.,100 stk. (blister),106.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['L04AX01', '50', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",L04AX03,575809,Methotrexat Ebewe,"2,5",tabletter,100 stk. (2 x 50),175.74,2.0,,,,,,,,,,,,,,,,,,,,,,,87.87,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.87,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['L04AX03', '2,5', 'MG', 'OR']",200.0
"U, Department of Orthopedic Surgery",M01AB05,499744,Diclofenac Bluefish,25,enterotabletter,100 stk. (blister),125.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['M01AB05', '25', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",M01AB08,43448,Todolac,200,filmovertrukne tabl.,20 stk.,180.0,3.0,,,,,,,,,,,,,,,,,,,120.0,2.0,,,60.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,OR,MG,"['M01AB08', '200', 'MG', 'OR']",60.0
"U, Department of Orthopedic Surgery",M01AB15,140416,Ketorolac trometamol S.A.L.F.,30,"inj.væske, opløsning",5 x 1 ml,46.73,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.73,1.0,1.0,5.0,IMIV,MGM,"['M01AB15', '30', 'MGM', 'IMIV']",5.0
"U, Department of Orthopedic Surgery",M01AE01,27363,Ibumetin,400,filmovertrukne tabl.,250 stk.,582.66,12.0,,,,,,,,,,,,,,,80.0,2.0,,,,,,,,,,,,,,,205.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,2.0,,,,,,,,,,,102.7,2.0,,,,,,,,,,,,,,,,,,,91.86,2.0,,,0.0,250.0,OR,MG,"['M01AE01', '400', 'MG', 'OR']",3000.0
"U, Department of Orthopedic Surgery",M01AH01,189454,Celecoxib Stada,200,"kapsler, hårde",100 stk. (blister),201.82,4.0,,,,,50.7,1.0,,,,,,,50.42,1.0,,,,,,,,,,,,,,,100.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['M01AH01', '200', 'MG', 'OR']",400.0
"U, Department of Orthopedic Surgery",M02AA15,148463,Diclofenac Orifarm,"11,6",gel,50 g,194.15,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,,,,,,,,,23.45,1.0,,,,,,,,,23.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,2.0,,,,,,,,,,,70.35,3.0,,,,,,,,,50.0,1.0,KU,MGG,"['M02AA15', '11,6', 'MGG', 'KU']",8.0
"U, Department of Orthopedic Surgery",M03BB03,86826,Klorzoxazon DAK,250,tabletter,100 stk.,10197.57,62.0,,,,,,,820.85,5.0,,,656.68,4.0,,,328.34,2.0,,,492.51,3.0,,,,,328.34,2.0,,,,,,,,,328.34,2.0,,,492.51,3.0,,,,,,,,,658.44,4.0,,,658.44,4.0,,,,,658.44,4.0,,,,,,,493.83,3.0,,,,,,,493.83,3.0,,,658.44,4.0,,,329.22,2.0,,,658.44,4.0,,,658.44,4.0,,,658.88,4.0,494.16,3.0,,,329.44,2.0,,,0.0,100.0,OR,MG,"['M03BB03', '250', 'MG', 'OR']",6200.0
"U, Department of Orthopedic Surgery",M03BX01,23168,Baklofen Mylan,10,tabletter,200 stk.,136.04,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.79,2.0,,,,,,,,,0.0,200.0,OR,MG,"['M03BX01', '10', 'MG', 'OR']",600.0
"U, Department of Orthopedic Surgery",M03BX02,121118,Tizanidin Teva,2,tabletter,100 stk. (blister),232.55,2.0,,,,,,,133.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['M03BX02', '2', 'MG', 'OR']",200.0
"U, Department of Orthopedic Surgery",M04AC01,453858,Colchicin Tiofarma,"0,5",tabletter,100 stk. (blister),89.57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0,OR,MG,"['M04AC01', '0,5', 'MG', 'OR']",100.0
"U, Department of Orthopedic Surgery",M04AA01,516348,Allopurinol Sandoz,100,tabletter,125 stk.,90.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,1.0,,,33.0,2.0,,,,,,,,,,,,,,,41.2,2.0,,,,,,,,,0.0,125.0,OR,MG,"['M04AA01', '100', 'MG', 'OR']",625.0
"U, Department of Orthopedic Surgery",M05BA04,108617,Alendronat Sandoz,70,filmovertrukne tabl.,4 stk. (blister),32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,OR,MG,"['M05BA04', '70', 'MG', 'OR']",4.0
"U, Department of Orthopedic Surgery",M05BA04,111496,Alendronat Teva,70,tabletter,12 stk. (blister),8.16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16,1.0,,,,,,,,,,,,,0.0,12.0,OR,MG,"['M05BA04', '70', 'MG', 'OR']",12.0
"U, Department of Orthopedic Surgery",N01AH01,7007,Fentanyl Hameln,50,"inj.væske, opløsning",10 x 2 ml,12.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,IV,RGM,"['N01AH01', '50', 'RGM', 'IV']",10.0
"U, Department of Orthopedic Surgery",N01BB01,748426,Bupivacain SAD,"2,5",injektionsvæske,10 ml amp x10,1639.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,2.0,,,149.0,1.0,,,,,,,,,,,,,,,,,149.0,1.0,,,,,,,,,298.0,2.0,,,,,,,298.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,447.0,3.0,,,,,,,,,,,10.0,10.0,EDIMSC,MGM,"['N01BB01', '2,5', 'MGM', 'EDIMSC']",110.0
"U, Department of Orthopedic Surgery",N01BB02,518595,Xylocain ukonserveret,2,gel,10 x 10 g,2002.44,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.04,1.0,,,,,,,,,,,,,,,364.08,2.0,,,,,,,,,364.08,2.0,,,182.04,1.0,,,,,,,,,182.04,1.0,364.08,2.0,,,,,,,,,,,,,,,364.08,2.0,10.0,10.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",110.0
"U, Department of Orthopedic Surgery",N01BB02,871110,OptiLube Active CHG Free,2,gel,10 x 11 ml,217.0,2.0,217.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,10.0,LO,PC,"['N01BB02', '2', 'PC', 'LO']",20.0
"U, Department of Orthopedic Surgery",N01BB09,85869,Ropivacain Fresenius Kabi,"7,5","inj.væske, opløsning",5 x 20 ml,76.26,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,76.26,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,EDPE,MGM,"['N01BB09', '7,5', 'MGM', 'EDPE']",10.0
