Department,ATC5,Order_number,Order_name,Strength,Type_of_Medicine,Package_size,Cost,Number_of_Packages,Cost_w1,Number_of_Packages_w1,Cost_w2,Number_of_Packages_w2,Cost_w3,Number_of_Packages_w3,Cost_w4,Number_of_Packages_w4,Cost_w5,Number_of_Packages_w5,Cost_w6,Number_of_Packages_w6,Cost_w7,Number_of_Packages_w7,Cost_w8,Number_of_Packages_w8,Cost_w9,Number_of_Packages_w9,Cost_w10,Number_of_Packages_w10,Cost_w11,Number_of_Packages_w11,Cost_w12,Number_of_Packages_w12,Cost_w13,Number_of_Packages_w13,Cost_w14,Number_of_Packages_w14,Cost_w15,Number_of_Packages_w15,Cost_w16,Number_of_Packages_w16,Cost_w17,Number_of_Packages_w17,Cost_w18,Number_of_Packages_w18,Cost_w19,Number_of_Packages_w19,Cost_w20,Number_of_Packages_w20,Cost_w21,Number_of_Packages_w21,Cost_w22,Number_of_Packages_w22,Cost_w23,Number_of_Packages_w23,Cost_w24,Number_of_Packages_w24,Cost_w25,Number_of_Packages_w25,Cost_w26,Number_of_Packages_w26,Cost_w27,Number_of_Packages_w27,Cost_w28,Number_of_Packages_w28,Cost_w29,Number_of_Packages_w29,Cost_w30,Number_of_Packages_w30,Cost_w31,Number_of_Packages_w31,Cost_w32,Number_of_Packages_w32,Cost_w33,Number_of_Packages_w33,Cost_w34,Number_of_Packages_w34,Cost_w35,Number_of_Packages_w35,Cost_w36,Number_of_Packages_w36,Cost_w37,Number_of_Packages_w37,Cost_w38,Number_of_Packages_w38,Cost_w39,Number_of_Packages_w39,Cost_w40,Number_of_Packages_w40,Cost_w41,Number_of_Packages_w41,Cost_w42,Number_of_Packages_w42,Cost_w43,Number_of_Packages_w43,Cost_w44,Number_of_Packages_w44,Cost_w45,Number_of_Packages_w45,Cost_w46,Number_of_Packages_w46,Cost_w47,Number_of_Packages_w47,Cost_w48,Number_of_Packages_w48,Cost_w49,Number_of_Packages_w49,Cost_w50,Number_of_Packages_w50,Cost_w51,Number_of_Packages_w51,Cost_w52,Number_of_Packages_w52,Portionsize,Quantity
"U, Department of Orthopedic Surgery",C09AA05,436478,Ramipril HEXAL,5 mg,tabletter,100 stk.,15.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",C09AA05,473040,Ramipril HEXAL,"2,5 mg",tabletter,100 stk. (blister),11.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,11.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",C09AA10,552951,Trandolapril Aurobindo,2 mg,"kapsler, hårde",98 stk. (blister),28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,98.0
"U, Department of Orthopedic Surgery",C10AA01,102741,Simvastatin Sandoz,40 mg,filmovertrukne tabl.,120 stk.,36.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,1.0,,,,,,,,,,,,,,,,,,,0.0,120.0
"U, Department of Orthopedic Surgery",C10AA05,61388,Lipistad,10 mg,filmovertrukne tabl.,100 stk. (blister),15.24,2.0,,,,,,,,,,,,,,,,,,,,,,,15.24,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",C10AA05,567332,Lipistad,40 mg,filmovertrukne tabl.,100 stk. (blister),58.25,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.41,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.84,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",C10AA07,58550,Rosuvastatin Medical Valley,20 mg,filmovertrukne tabl.,28 stk. (blister),18.99,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.99,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0
"U, Department of Orthopedic Surgery",D01AC02,142364,Brentan,20 mg/g,creme,Tube a 30 g,498.23,13.0,,,,,,,,,,,,,,,,,,,,,,,31.94,2.0,,,,,84.78,2.0,,,,,,,,,,,,,,,,,,,,,42.39,1.0,,,,,,,,,,,,,,,,,84.78,2.0,,,42.39,1.0,,,,,,,,,84.78,2.0,,,84.78,2.0,,,,,42.39,1.0,,,,,,,,,,,30.0,1.0
"U, Department of Orthopedic Surgery",D01AC20,131938,Brentacort,20+10 mg/g,creme,15 g,14.85,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0
"U, Department of Orthopedic Surgery",D06BB03,461442,Acivir,50 mg/g,creme,2 g,146.92,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.72,2.0,,,,,,,29.3,2.0,,,,,,,,,,,,,,,,,,,,,14.65,1.0,,,,,,,,,,,,,,,,,,,,,,,29.3,2.0,,,,,,,,,14.65,1.0,,,29.3,2.0,,,,,,,2.0,1.0
"U, Department of Orthopedic Surgery",D07AB02,400422,Locoid,"0,10%",creme,30 g,143.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.62,1.0,28.62,1.0,,,,,28.62,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.24,2.0,30.0,1.0
"U, Department of Orthopedic Surgery",D07CC01,161208,Fucicort,1+20 mg/g,creme,15 g,46.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,1.0,,,,,,,,,,,,,,,,,15.0,1.0
"U, Department of Orthopedic Surgery",G03BA03,64488,Tostran,2%,gel,60 g,290.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,1.0
"U, Department of Orthopedic Surgery",G04BD08,476881,Solifenacin Stada,5 mg,filmovertrukne tabl.,100 stk. (blister),41.84,2.0,,,,,14.9,1.0,,,,,26.94,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",G04BD12,133482,Betmiga,25 mg,depottabletter,30 stk. (blister) (Paranova),943.08,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.04,1.0,,,,,,,327.04,1.0,,,0.0,30.0
"U, Department of Orthopedic Surgery",G04CA02,159451,Omnistad,"0,4 mg",kap.m.mod.udløs.hård,100 stk. (blister),31.12,1.0,,,,,,,,,,,,,31.12,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",H02AB02,517803,Dexavit,4 mg/ml,"inj.-/inf.vsk.,opl.",3 x 1 ml,53.06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0
"U, Department of Orthopedic Surgery",H02AB02,911151,Dexamethason,"0,1 mg",tabletter,100 stk.,215.44,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.44,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",H02AB04,533979,Solu-Medrol lactosefri,40 mg,pulv.og sol.t.inj.op,1 to-delt htgl.+solv. u/kons.,704.32,31.0,,,,,45.44,2.0,,,,,,,,,,,,,,,,,136.32,6.0,159.04,7.0,,,90.88,4.0,204.48,9.0,68.16,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"U, Department of Orthopedic Surgery",H02AB06,164141,Prednisolon EQL Pharma,5 mg,tabletter,100 stk.,53.13,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.56,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",H02AB06,911191,Prednisolon,50 mg,tabletter,100 stk.,287.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",H02AB09,121274,Solu-cortef,100 mg,pulv.og sol.t.inj.op,5 to-delte htgl.+solv. u/kons.,189.98,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.98,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"U, Department of Orthopedic Surgery",H02AB09,161117,Solu-cortef,100 mg,pulv.og sol.t.inj.op,5 to-delte htgl. + solvens,845.1,6.0,422.55,3.0,422.55,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
"U, Department of Orthopedic Surgery",H03BB02,566132,Thycapzol,5 mg,tabletter,125 stk.,33.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,125.0
"U, Department of Orthopedic Surgery",H03AA01,74702,Eltroxin,50 mikrogram,tabletter,100 stk.,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",H05BX01,457185,Cinacalcet Stada,60 mg,filmovertrukne tabl.,28 stk. (unit-dose),460.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,460.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0
"U, Department of Orthopedic Surgery",H05AA02,14094,Forsteo,20 mikrog/80 mikrol.,"inj.væske, opløsning","28 doser (2,4 ml)",5610.0,3.0,1870.0,1.0,,,,,,,,,1870.0,1.0,,,,,,,1870.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0
"U, Department of Orthopedic Surgery",J01CA01,108259,Ampicillin STADA,1 g,"pulv.t.inj.væske,opl",1 stk.,945.57,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.92,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.95,5.0,219.9,10.0,,,,,,,329.85,15.0,,,,,109.95,5.0,,,,,,,,,,,0.0,1.0
"U, Department of Orthopedic Surgery",J01CA01,111845,Ampicillin STADA,2 g,"pulv.t.inj.væske,opl",1 stk.,968.76,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.2,10.0,252.72,6.0,,,84.24,2.0,210.6,5.0,,,,,,,,,,,,,,,,,0.0,1.0
"U, Department of Orthopedic Surgery",J01CA04,489433,Amoxicillin 2care4,500 mg,filmovertrukne tabl.,36 stk. (blister),398.02,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.32,2.0,,,,,,,88.2,2.0,,,,,,,44.1,1.0,,,,,,,,,176.4,4.0,0.0,36.0
"U, Department of Orthopedic Surgery",J01CA08,37995,Penomax,400 mg,filmovertrukne tabl.,20 stk. (blister),288.51,3.0,192.2,2.0,,,,,,,,,,,,,,,,,,,,,96.31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0
"U, Department of Orthopedic Surgery",J01CA08,54332,Selexid,400 mg,filmovertrukne tabl.,20 stk. (blister),912.64,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.78,3.0,,,,,182.52,2.0,,,,,,,,,,,,,,,,,,,91.22,1.0,,,,,,,,,,,,,,,,,,,,,,,182.32,2.0,,,,,,,,,182.8,2.0,0.0,20.0
"U, Department of Orthopedic Surgery",J01CE01,505503,Benzylpenicillin Panpharma,"0,6 g","pul.t.inj.+inf.,opl.","10 x 0,6 g (1 mill. IE)",707.72,13.0,,,,,,,,,,,,,,,,,,,108.88,2.0,,,,,108.88,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.88,2.0,163.32,3.0,217.76,4.0,,,,,,,0.6,10.0
"U, Department of Orthopedic Surgery",J01CE01,546838,Benzylpenicillin Panpharma,"1,2 g","pul.t.inj.+inf.,opl.","10 x 1,2 g (2 mill. IE)",1363.6,20.0,,,136.36,2.0,,,,,,,,,,,,,,,,,204.54,3.0,,,,,,,,,,,,,,,,,,,68.18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.36,2.0,,,,,,,,,,,,,,,,,204.54,3.0,68.18,1.0,136.36,2.0,204.54,3.0,136.36,2.0,,,68.18,1.0,,,1.2,10.0
"U, Department of Orthopedic Surgery",J01CE02,87653,Pancillin,1 Mill. IE,filmovertrukne tabl.,100 stk. (blister),210.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.5,1.0,,,,,,,90.0,2.0,,,,,,,,,,,,,,,,,70.0,1.0,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",J01CF01,41855,Dicillin,500 mg,"kapsler, hårde",100 stk. (blister),1289.2,12.0,88.14,1.0,,,88.14,1.0,,,87.94,1.0,87.94,1.0,,,,,,,87.24,1.0,174.48,2.0,,,,,,,172.0,1.0,172.0,1.0,,,,,,,,,118.78,1.0,,,,,,,106.27,1.0,106.27,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",J01CF01,43175,Dicloxacillin Alternova,500 mg,"kapsler, hårde",100 stk.,640.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.86,1.0,,,,,,,87.86,1.0,,,68.38,1.0,136.76,2.0,,,,,,,,,,,86.38,1.0,,,,,,,172.76,2.0,0.0,100.0
"U, Department of Orthopedic Surgery",J01CF02,551489,Cloxacillin Macure,1 g,"pul.t.inj.+inf.,opl.",10 x 1 g,17379.5,49.0,,,,,,,,,,,,,,,1400.0,4.0,,,,,1050.0,3.0,2100.0,6.0,700.0,2.0,,,,,1427.0,4.0,713.5,2.0,,,,,,,713.5,2.0,,,,,,,,,,,1427.0,4.0,,,,,,,713.5,2.0,713.5,2.0,,,,,,,356.75,1.0,356.75,1.0,,,1783.75,5.0,,,713.5,2.0,,,,,,,713.5,2.0,,,356.75,1.0,713.5,2.0,1427.0,4.0,,,,,,,1.0,10.0
"U, Department of Orthopedic Surgery",J01CR02,474783,Bioclavid,500 mg + 125 mg,filmovertrukne tabl.,30 stk. (blister),152.7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.45,1.0,,,,,,,,,,,,,,,,,,,38.05,1.0,,,,,,,52.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,44.2,2.0,,,,,,,,,,,,,,,,,0.0,30.0
"U, Department of Orthopedic Surgery",J01CR02,553311,Amoxicillin/clavulansyre Auro,500 mg+125 mg,filmovertrukne tabl.,30 stk. (blister),49.2,2.0,,,,,,,,,24.6,1.0,24.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,30.0
"U, Department of Orthopedic Surgery",J01CR05,513935,Piperacil/Tazobact Fres. Kabi,"4+0,5 g","pulv.t.inf.væske,opl",10 stk.,11008.48,62.0,,,,,,,,,,,,,,,,,,,358.7,2.0,,,,,,,,,,,,,717.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,896.75,5.0,358.7,2.0,358.7,2.0,,,,,,,717.4,4.0,,,,,,,1972.85,11.0,,,5380.5,30.0,,,,,,,,,,,,,,,,,247.48,2.0,,,0.0,10.0
"U, Department of Orthopedic Surgery",J01DC02,79017,Cefuroxim Fresenius Kabi,750 mg,"pul.t.inj.+inf.,opl.",10 x 750 mg,862.8,19.0,,,,,,,,,,,,,,,,,,,73.8,2.0,,,110.7,3.0,,,,,,,,,,,,,,,,,73.8,2.0,,,,,,,36.9,1.0,,,36.9,1.0,,,,,,,,,,,,,110.7,3.0,,,60.0,1.0,,,,,,,,,360.0,6.0,,,,,,,,,,,,,,,,,,,,,,,750.0,10.0
"U, Department of Orthopedic Surgery",J01DC02,79142,Cefuroxim Fresenius Kabi,1500 mg,"pul.t.inj.+inf.,opl.","10 x 1,5 g",1071.0,20.0,,,,,,,107.1,2.0,214.2,4.0,214.2,4.0,,,,,,,,,,,214.2,4.0,107.1,2.0,,,,,214.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,10.0
"U, Department of Orthopedic Surgery",J01DC02,444892,Cefuroxim Stragen,1500 mg,"pul.t.inj.+inf.,opl.",10 stk.,5214.18,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.41,3.0,,,221.88,4.0,,,,,,,221.88,4.0,221.88,4.0,,,,,,,221.88,4.0,110.94,2.0,221.88,4.0,166.41,3.0,443.76,8.0,,,221.88,4.0,110.94,2.0,110.94,2.0,166.41,3.0,221.88,4.0,110.94,2.0,277.35,5.0,,,166.41,3.0,332.82,6.0,554.7,10.0,221.88,4.0,277.35,5.0,110.94,2.0,221.88,4.0,110.94,2.0,0.0,10.0
"U, Department of Orthopedic Surgery",J01DC02,472699,Cefuroxim B. Braun,"1,5 g",pulv.og sol.t.inf.op,24 x 50 ml,223490.92,134.0,1560.38,1.0,6241.52,4.0,6241.52,4.0,4681.14,3.0,,,7801.9,5.0,3120.76,2.0,4681.14,3.0,3120.76,2.0,6241.52,4.0,3120.76,2.0,9362.28,6.0,6241.52,4.0,,,3120.76,2.0,3120.76,2.0,8601.9,5.0,3440.76,2.0,6881.52,4.0,5161.14,3.0,,,5161.14,3.0,3440.76,2.0,8601.9,5.0,3440.76,2.0,6881.52,4.0,5161.14,3.0,,,5161.14,3.0,,,,,3440.76,2.0,6881.52,4.0,5161.14,3.0,6881.52,4.0,10322.28,6.0,,,,,3440.76,2.0,3440.76,2.0,5161.14,3.0,1720.38,1.0,3440.76,2.0,6881.52,4.0,1720.38,1.0,8601.9,5.0,8601.9,5.0,3440.76,2.0,3440.76,2.0,3440.76,2.0,6881.52,4.0,,,50.0,24.0
"U, Department of Orthopedic Surgery",J01DD52,183133,Zavicefta,2000mg+500mg,"pu.t.konc.t.inf.v.,o",10 htgl.,42583.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34067.12,4.0,,,,,,,,,,,,,,,8516.78,1.0,,,,,,,,,,,,,,,0.0,0.0
"U, Department of Orthopedic Surgery",J01DH02,57868,Meropenem Bradex,1 g,"pul.t.inj.+inf.,opl.",10 stk.,27844.56,105.0,1861.93,7.0,797.97,3.0,1329.95,5.0,,,,,797.97,3.0,,,,,,,795.06,3.0,1325.1,5.0,,,,,,,,,,,795.06,3.0,,,530.04,2.0,1060.08,4.0,,,,,,,1060.08,4.0,,,,,530.04,2.0,1325.1,5.0,,,1060.08,4.0,1060.08,4.0,,,265.02,1.0,,,,,2385.18,9.0,1325.1,5.0,,,1060.08,4.0,,,3975.3,15.0,,,,,1590.12,6.0,,,1325.1,5.0,1590.12,6.0,,,,,,,,,,,0.0,10.0
"U, Department of Orthopedic Surgery",J01DH02,139031,Meropenem SUN,1 g,"pul.t.inj.+inf.,opl.",10 stk.,3843.36,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.08,4.0,1281.12,6.0,,,,,1708.16,8.0,,,0.0,10.0
"U, Department of Orthopedic Surgery",J01DH02,191696,Meropenem SUN,500 mg,"pul.t.inj.+inf.,opl.",10 stk.,575.68,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.84,2.0,,,,,,,,,,,,,,,,,287.84,2.0,,,,,,,,,,,0.0,10.0
"U, Department of Orthopedic Surgery",J01DH03,10234,Invanz,1 g,"pu.t.konc.t.inf.v.,o",1 stk.,17007.7,53.0,1283.6,4.0,1925.4,6.0,3209.0,10.0,,,3209.0,10.0,962.7,3.0,4813.5,15.0,,,,,,,,,,,,,1604.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
"U, Department of Orthopedic Surgery",J01DH03,33693,Invanz,1 g,"pu.t.konc.t.inf.v.,o",1 stk. (2care4),12318.15,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6317.0,20.0,,,4737.75,15.0,,,,,,,,,,,,,,,1263.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
"U, Department of Orthopedic Surgery",J01EA01,580100,Trimopan,100 mg,filmovertrukne tabl.,100 stk.,319.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,100.0
"U, Department of Orthopedic Surgery",J01EE01,744136,Sulfametoxazol med trimetoprim,400mg/80mg,tabletter,100 stk,567.03,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.02,2.0,,,,,,,,,189.01,1.0,0.0,100.0
"U, Department of Orthopedic Surgery",J01EE01,871809,Bactrimel (ls),400 mg + 80 mg/5 ml,infusionskoncentrat,10 x 5 ml,33355.0,85.0,,,3555.0,9.0,2370.0,6.0,5925.0,15.0,1975.0,5.0,2250.0,6.0,4245.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.0,4.0,2370.0,6.0,,,,,9085.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0
"U, Department of Orthopedic Surgery",J01FA09,71095,Clarithromycin Alternova,500 mg,"pulv.t.inf.væske,opl",1 stk.,1095.38,26.0,,,168.52,4.0,421.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.56,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
"U, Department of Orthopedic Surgery",J01FA10,23767,Azithromycin Sandoz,500 mg,filmovertrukne tabl.,3 stk. (blister),24.0,2.0,,,,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
"U, Department of Orthopedic Surgery",J01FA10,61205,Azithromycin Teva,500 mg,filmovertrukne tabl.,3 stk. (blister),18.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,2.0,,,,,,,,,,,0.0,3.0
"U, Department of Orthopedic Surgery",J01FA10,454973,Azithromycin Stada,500 mg,filmovertrukne tabl.,3 stk. (blister),28.72,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.72,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
"U, Department of Orthopedic Surgery",J01FF01,26695,Clindamycin Alternova,300 mg,"kapsler, hårde",20 stk. (blister),218.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.82,1.0,,,,,,,65.64,2.0,,,,,,,,,,,,,119.04,3.0,,,,,,,,,0.0,20.0
"U, Department of Orthopedic Surgery",J01FF01,459420,Dalacin,150 mg/ml,"inj.væske, opløsning",4 ml,1164.87,29.0,,,,,,,,,,,,,,,,,180.15,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.24,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,410.3,10.0,,,,,,,,,,,,,,,,,,,,,246.18,6.0,4.0,1.0
